message,label
Adivina quién soy? Esta es la primera vez que creé una página web www.asjesus.com Lea todo lo que escribí. Estoy esperando tus opiniones. Quiero ser tu amigo 1/1,spam
"¡Gracias 4 El tiempo que hemos pasado 2Geva, su bin menta! Eres mi bebé y todo lo que quiero es u! Xxxx",ham
Necesitamos verificar sus datos de contacto,1
"Si comenzó a buscar, conseguirá trabajo en unos días. Tiene un gran potencial y talento.",ham
"Si el tiempo puede, entonces me voy, lor ...",ham
"Lo siento, te extrañé nena. Llegué tarde y dormí. Espero que disfrutes tu lección de conducir, Boytoy. Yo también te extraño ... *burlando beso *",ham
Feliz aniversario de bodas que sigan cumpliendo muchos más,0
BURGER KING - ¿Quieres jugar al fútbol en un estadio superior? Obtenga 2 Burger King antes del 1 de septiembre y vaya grande o Super con Coca-Cola y salga a un ganador,spam
"O ü ir a comprarle wif y luego me encuentro ü más tarde, ¿puede?",ham
Juntos podemos lograr un cambio positivo,0
"¡Nuestro servicio de citas ha sido pidido por alguien tímido por alguien tímido! Llame al 09058091870 ahora todo se revelará. POBOX84, M26 3UZ 150P",spam
Por favor actualiza tus preferencias de comunicación,0
Gana una tarjeta de regalo en nuestro rifa,1
"Finalmente, Tor Motive tui logra Korli.",ham
Thnx dude. ¿Ustedes salen 2nite?,ham
"Cliente de naranja, ahora puede reclamar la actualización de su teléfono con cámara gratuita para su lealtad. Llame ahora al 0207 153 9996. La oferta termina 14thmarch. T&C Aplican. Opta-Out Avance",spam
No se preocupe. Estoy seguro de que lo obtendrás.,ham
Te amo aathi ... te amo mucho ..,ham
Feliz cumpleaños te enviamos un regalo virtual,0
"Kate Jackson Rec Center antes de las 7ish, ¿verdad?",ham
"Aight, te enviaré un mensaje de texto cuando vuelva",ham
Actualice su información de pago,0
Comprar medicamentos sin receta médica,1
Acceder a beneficios exclusivos en nuestro club,1
Si no te vemos en el punto,ham
Ok que eres otro número,ham
Realmente espero que el trabajo no se ponga estresante. Que tengas un día GR8.,ham
Haz clic aqui para ganar un premio,1
"Acabo de dejarlos, Omw de regreso ahora",ham
"No puedo esperar a Cornwall. Espero que esta noche también esté demasiado mal, pero es una mierda de rock nocturna. De todos modos, voy por un kip ahora que tengas una buena noche. Hablar contigo pronto.",ham
¿Qué pasa? Querido me dice,ham
"Oic ... yo también lo vi, pero me di cuenta de mí ... Encontré un grupo liao ...",ham
Hola seré tu nutricionista online,1
Reclama tu premio por cliente frecuente,0
Dile a tus amigos lo que planeas hacer en el día de San Valentín @ & lt; url & gt;,ham
"Erm ... te recogeré a las 6.45 p.m. Eso dará suficiente tiempo para llegar allí, Park y eso.",ham
Gana entradas para el concierto del año,1
¡Excelente! ¿Estás listo para gemir y gritar en éxtasis?,ham
Mira elige tus videos de bebé @ sms.shsex.netun fgkslpopw fgkslpo,spam
Me encanta el lunes festivo sintiendo incluso si tengo que ir a los dentistas en una hora,ham
Le recordamos que tiene un pago pendiente,1
Pérdida de peso sin hambre,1
Hola solo queria saber como has estado,0
"No estás llegando a casa entre clase, ¿verdad? ¡Necesito hacer ejercicio y ducharme!",ham
Hola nos encantaria que te unas a nuestro equipo,0
Estoy en clase. ¿Recibiste mi mensaje de texto?,ham
Esté a la altura de la cosa interesante. ¿Tuviste un buen cumpleaños? ¿Cuándo estás Wortking NXT? Comencé uni hoy.,ham
Puaj. Tengo que conducir de regreso a SD desde La. Me duele el trasero.,ham
"Hola, ¿podríamos programar una llamada?",0
Este es un recordatorio de tu reserva,0
"Jaja figuras, bueno, encontré la pieza y el tazón de Priscilla",ham
"Bueno, en este bien, tendré que levantarme y verificar las ventas de Steam de hoy/orinar, así que envíeme un mensaje de texto cuando quieras que venga a buscarte",ham
"Oye ... muy inconveniente para tu hermana, ¿no?",ham
Okie,ham
Cuánto costará aprox. Por mes.,ham
excelente. Gasté & lt;#& gt;  Años en la Fuerza Aérea. Iraq y Afganistán. Soy estable y honesto. ¿Te gusta viajar?,ham
No me escapo de U ... Camino lentamente y amp; Me mata que no te importe lo suficiente como para detenerme ...,ham
Protegamos sus compras con garantía extendida,0
Acceda al contenido premium suscribiéndose a nuestro boletín,1
Estoy en casa.,ham
"Ningún otro San Valentín, ¿eh? La prueba está en su página de FB. ¡Uf, estoy tan contento de no haber visto tu herramienta RuPaul!",ham
"Volveré el jueves. Hurra. ¿Estará bien obtener el dinero? Salud. Oh sí, y como estas. Todo está bien. Cómo está la escuela. O lo llamas trabajo ahora",ham
Bajo nuestro libro electrónico de viajes imperdibles,1
Nunca y lei ... yo v perezoso ... ¿tienes wat? Dic Day ü Enviarme Da Url No puedo trabajar uno ...,ham
Firma el Diputado del Acuerdo de Depidencia,0
Desarrolla una memoria extraordinaria con este curso,1
"Célula de inmersión muerta. Así que vengo con él. Será mejor que responda de lo contrario, volveremos.",ham
Honey boo te extraño.,ham
"Hola hermosa r u ok? He un poco una fila Wiv y él salió del pub? Quería una noche, te extrañas",ham
Necesitamos actualizar su información personal,1
Hola. Espero que hayas tenido un buen día. Que tengas una mejor noche.,ham
"¡Todo estuvo bien hasta la clase un poco desastrosa esta PM con mis queridos favoritos! Hope Day Ok Ok. El café será bueno, ya que no puede quedarse tarde mañana. El mismo tiempo + lugar como siempre?",ham
¿Sabes cuándo el resultado?,ham
Jaja está bien ... hoy fin de semana leh ...,ham
Estás suscrito al mejor servicio de contenido móvil en el Reino Unido por £ 3 por diez días hasta que envíe una parada a 83435. Línea de ayuda 08706091795.,spam
Responda a esta encuesta,0
"Lo siento da ... Today, no voy a jugar ... tengo clas.",ham
Te invitamos a participar en nuestra encuesta de satisfaccion,0
"Lo siento, fui a comprar.",ham
"Feliz o triste, una cosa sobre el pasado es: ""ya no es"" buenos días :-) :-).",ham
Abajo el manual de instrucciones aquí,1
Obtenga ganancias constantes con nuestro sistema,1
Su donación puede marcar la diferencia en muchas vidas,0
Tu cuenta ha sido bloqueada temporalmente,1
"No sé, lo mismo que está mal a menudo, el pánico comienza a salir de no ser lo suficientemente bueno ...",ham
Danos tu opinión sobre nuestro servicio,1
Lo que necesitas. Tienes una persona para dar NA.,ham
"Prefiero mis días gratis ... martes, miércoles, fri Oso puede ... ü Pregunte a esos trabajando para ...",ham
NVM Toma tu tiempo.,ham
Gracias por tu pago tu cuenta está al día,0
Lo invitamos a participar en nuestra encuesta de satisfacción,0
Mis tíos en Atlanta. Les deseo un gran semestre.,ham
"Themob> Echa un vistazo a nuestra nueva selección de contenido, juegos, tonos, chismes, chicas y deporte, mantenga su ajuste móvil y de texto funky WAP a 82468",spam
Descubre el secreto de un abdomen plano,1
Dos equipos esperando a algunos jugadores,ham
Tu transfer al hotel te espera afuera,0
Baja nuestro recetario gratis,1
Te enviaré un mensaje de texto cuando deje x,ham
Libera tu potencial artístico con nuestro set de pinturas,1
"Win: ¡Tenemos un ganador! ¡El Sr. T. Foley ganó un iPod! Pronto más emocionantes premios, así que vigile su móvil o visite www.win-82050.co.uk",spam
¡Pase DIS a todos sus contactos y vea lo que obtenga! Rojo; estoy en amor wid u. Azul; me pones una sonrisa en mi rostro. Púrpura; U r realmente caliente. Rosa; u r tan swt. Naranja; yo me ha hecho lyk u. Verde; realmente me sale con Yelow; yo no es bck. Negro; estoy celoso de ti. Marrón; te extraño nw por favor me da un color,ham
Jajaja ... usa tu cerebro querido,ham
Resalta tu belleza con nuestro labial,1
¿Entonces la decisión de Wat?,ham
¿Cómo te sujetas?,ham
Lamentamos el cierre temporal de nuestras oficinas,0
Actualice sus preferencias de notificación,0
Puedo venir mi habitación pero no puedo venir mi casa porque mi casa sigue siendo desordenada ... jaja ...,ham
Participa en nuestra rifa y gana fabulosos premios,1
Fracciona tus compras hasta 12 meses,1
No ha planeado comprar más tarde. Verifique que Lido solo haya recibido 530 show en la tarde. ¿Ya terminas el trabajo?,ham
"No tengo contesto ningún teléfono en lo que en realidad es una hora bastante razonable, pero tengo sueño",ham
Si lo que sea jajaja,ham
No de este campus. ¿Estás en la biblioteca?,ham
Transforme su cuerpo con nuestro programa de 90 días,1
Hmm ... bits y piezas lol ... * suspiros * ...,ham
"Estoy tomando a Derek & amp; Taylor a Walmart, si no he vuelto cuando termines, simplemente deja el mouse en mi escritorio y te enviaré un mensaje de texto cuando Priscilla esté listo",ham
Buenos días durmiendo GA.,ham
"Hola, ¿quieres tener una cita conmigo?",0
¡URGENTE! Estamos tratando de comunicarse con los programas de sorteo de hoy en exceso que ha ganado un premio de £ 800 garantizado. Llame al 09050001808 desde la línea fija. Reclamación M95. Válido12 horas solamente,spam
¿Dónde nos reunimos?,ham
Tienes 1 nuevo mensaje. Llame al 08718738034.,spam
Necesitamos que confirmes tu direccion de envio,1
Estamos revisando su queja,0
Estaré en Mu en Like & lt;#& gt;  artículos de segunda clase,ham
Hola Cuéntame más sobre el proyecto que mencionaste,0
No te pierdas estos bloops divertidos,1
Por favor responde esta encuesta de satisfacción laboral,0
Estúpido no es posible,ham
"Desde cuándo, qué lado, cualquier fiebre, cualquier vomitina.",ham
Tone Club: sus subspiratorios ahora han expirado 2 Respuesta de re-Sub Monoc 4 Monos o Polyc 4 Polys 1 Semanal @ 150p por semana Txt Stop 2 Stop This Msg Free Stream 0871212025016,spam
¿Ü todos los que se encuentran 2 se encuentran y combinan todas las piezas? ¿Cómo va el proyecto de descanso del proyecto?,ham
"Sí, así que básicamente en cualquier momento la próxima semana puedes alejarte de tu madre y amp; Levántate antes de las 3",ham
"K, para su información, estoy de vuelta en el lugar de mis padres en el sur de Tampa, así que podría necesitar hacer el trato en otro lugar",ham
"Hola, soy un viejo amigo y quiero volver a conectarme contigo",1
Ardor de grasa abdominal con este suplemento,1
Este es un recordatorio de su reserva en nuestro restaurante.,0
Tu taxi al aeropuerto llegará en 10 minutos,0
Trae este cupón para un regalo especial,1
"Hola, ¿has estado pagando dinero en mi cuenta? Si es así, gracias. Tengo una sorpresa agradable cuando revisé mi saldo.",ham
"Eh pero no puedo ir 2 tu casa con la mano vacía, ¿verdad?",ham
Agradecemos su preferencia,0
No ... peleó horas antes.,ham
"Llámame, soy Senthil de HSBC.",ham
"Hola, soy Sue. Tengo 20 años y trabajo como lapdancer. Amo el sexo. Envíame un mensaje de texto en vivo - Soy mi habitación ahora. Text Sue a 89555. Por TextOperator G2 1DA 150ppMSG 18+",spam
"¿Esta noche? Sí, estaría deprimido por eso",ham
Descubre como seducir a cualquier persona,1
Este pago es & lt; decimal & gt;  lakhs :),ham
"No. Desde que Ayo viajó, ha olvidado a su chico",ham
"Ok, comida china en su camino. Cuando estoy gordo, estás pagando por mi lipo.",ham
"Lo siento, hombre, mi cuenta está seca o lo haría, si quieres podríamos cambiar la mitad o podría comprar una mierda con mi tarjeta de crédito",ham
No olvides tu cita para la limpieza dental,0
Revisa el estado de cuenta adjunto,0
"Genial, ¿a qué hora crees que puedes llegar aquí?",ham
"Sí, probablemente, todavía tengo que ver con Leo",ham
Aprende diseno grafico desde cero,1
No olvide su evaluación médica de rutina,0
Actualice su información de contacto,0
Ver este video de Funny Fails,1
"No, fue cancelado, sí, bebé! Bueno, eso suena importante, así que entiendo que mi cariño me dame un anillo más tarde en este Fone Love Kate X",ham
"Aight joder, lo conseguiré más tarde",ham
Buenas noches. Me voy a dormir.,ham
Excelente. P diddy es mi vecino y viene a la pasta de dientes todas las mañanas,ham
Simplemente hablan eso es de. No cualquier otro.,ham
"Bienvenido a Select, un servicio O2 con beneficios adicionales. Ahora puede llamar a nuestros asesores especialmente capacitados de su móvil marcando 402.",spam
Reciba tu comida favorita en 30 minutos,1
¡URGENTE! Estamos tratando de contactarlo. Los fines de semana los finales de los fines de los fines de los fines de los fines de los fines de los fines de los fines de semana han ganado un premio de £ 900 garantizado. Llame al 09061701851. Código de reclamación K61. Válido 12 horas solamente,spam
¿Sigues alrededor? Podría usar medio 8,ham
No soy anotable,ham
Haga clic para reclamar su premio,1
"¡Hola, estoy pasando el momento más relajante! ¡Tenemos que levantarnos a las 7 am todos los días! ¿La fiesta fue buena la otra noche? Llego a casa mañana a las 5ish.",ham
Gane comisiones para referir amigos,1
"Disfrute de las duchas de posesividad vertidas sobre usted por sus seres queridos, porque en este mundo de mentiras, es un regalo de oro ser amado de verdad ...",ham
¿Debería haber recogido un recibo o algo antes?,ham
I thk 530 lor. Pero no puedo obtener boletos y no. ¿Qué estás haciendo ahora?,ham
"Sí. El alquiler es muy costoso, por lo que es la forma en que ahorramos.",ham
"Ü comer más tarde, pero estoy comiendo wif mis frens ahora lei ... ü ¿yendo a casa primero?",ham
Recuerda que tienes un evento importante mañana,0
Necesitamos verificar tu identidad para procesar tu solicitud,1
Acabo de llegar a & lt;#& gt;,ham
Su traslado al hotel te espera afuera,0
Gracias por entender. He estado tratando de decirle eso a Sura.,ham
Estoy esperando a Machan. Llámame una vez que te liberes.,ham
Acumular millas viajando con nosotros,1
Obten acceso temprano a nuestras ofertas especiales,1
¿De qué estás hablando con la madrugada? ¡Es casi el mediodía donde estás!,ham
Prueba nuestras nuevas opciones veganas,1
Su cita matutina ha sido confirmada,0
"Hmm, muchos de ellos desafortunadamente ... Las fotos obviamente no son pasteles calientes. Es un poco divertido aunque",ham
Buenos días mi querido Shijutta ........... Que tengan un gran y amp; día exitoso.,ham
"¡¡GANADOR!! ¡Como cliente valioso de la red, ha sido seleccionado para recibir una recompensa del premio de £ 900! Para reclamar llame al 09061701461. Código de reclamación KL341. Válido 12 horas solamente.",spam
Comparta su opinión sobre nuestro nuevo producto,0
"IDC Pon aquí, no estás saliendo de esta mierda dos veces seguidas",ham
"¡URGENTE! Su número de móvil recibió el Premio de la Llamadora de Bonos de £ 2000 el 5/9/03 ¡Este es nuestro último intento de contactar a U! Llame desde el campo 09064019788 box42wr29c, 150ppm",spam
No gritar significa gritar ..,ham
Baje nuestra aplicación y los puntos de ganar,1
Por favor dona a esta causa importante,0
Necesitamos verificar su información de pago,1
Comparta su experiencia y gana dinero,1
8007 25p 4 Alfie Moon's Children in Need Song en Ur Mob. Dile a tus M8. Txt Tone Charity a 8007 para Nokias o Poly Charity para Polys: Zed 08701417012 Baridad de ganancias 2,spam
Reclamar su premio por su compra aquí,0
Aumente su busto naturalmente con esta crema,1
¿No recibiste inmunización Hep B en Nigeria?,ham
"Es posible que desee retirar más por si acaso y simplemente planear no gastarlo si puede, no tengo mucha confianza en la administración de dinero de Derek y Taylor",ham
K K :-) :-) Luego mira algunas películas.,ham
"Hola, soy tu entrenador personal virtual",1
Ejercita tu cerebro con acertijos diarios,1
Visite nuestra nueva tienda en línea,1
¿Estás alrededor? Se ve un amigo mío para recoger más tarde esta noche,ham
Confirmar su reserva para el tratamiento,0
Potencia tu vida sexual con nuestras pastillas,1
De acuerdo...,ham
"Un pensamiento de swt: ""Nver se cansa de hacer pequeñas cosas 4 personas adorables ..."" porque a veces esas pequeñas cosas ocupan la parte más grande en sus corazones ... gud ni8",ham
Descargue nuestra guía de viaje gratuita,1
No lo sepas. No lo hice lo que lo hice recientemente.,ham
"Tengo diez dólares, Jay no es compit",ham
Su reserva ha sido procesada con éxito,0
Invierta en acciones de alto rendimiento hoy,1
Haz clic aqui para recibir tu recompensa,1
Prakesh está ahí sabiendo.,ham
No espere el corte Pague su recibo hoy,0
"""Er, disfrutan de los indios en el MO..yep. Sall Good Jeje;> ¿Cómo se convierte en Shexy? Pete xx""",ham
"Lo siento, llamaré más tarde",ham
A la clase de día es que no hay clase.,ham
Baja de peso sin hacer dieta ni ejercicio,1
Aproveche nuestro financiamiento sin interés,1
¡Día de San Valentín especial! ¡Gane más de £ 1000 en nuestro cuestionario y lleve a su compañero en el viaje de su vida! Enviar Go al 83600 ahora. 150p/Msg RCVD. Custcare: 08718720201,spam
Evita cargos por mora pagando a tiempo,0
De acuerdo...,ham
"Hola nena, es más probable que estés en la cama, ¡pero lo siento mucho esta noche! Realmente quiero verte mañana, así que llámame a las 9. Ámame xxx",ham
Obtenga retroceso con este cupón,1
Esta cosa de la pluma está más allá de una broma. ¿No hará un biro? ¡No hagas un maestro ya que no puedo hacer esto nunca más!,ham
Confirme su número de celda en el sistema,0
¿Boleto reservado para Pongal?,ham
K.K ... ¿Cómo son tus hermanos hijos?,ham
Yupz ... He oredi reservado tragamonedas 4 mis fines de semana liao ...,ham
"Está bien, ¿todavía nos dejarán ir a un ah? Porque no lo sabrán hasta más tarde. Dejamos caer nuestras tarjetas en la caja, ¿verdad?",ham
¿Konw waht es Rael Friendship im gving yuo an Exmpel? Que tengas un buen sueño ... Sweet Dreams ..,ham
También hola wesley como has estado,ham
"REDIO. 11.48 es entonces. Bueno, no estamos todos brillantes y temprano esta mañana.",ham
No olvide su cita para la limpieza dental,0
Gracias por registrarse en nuestro sitio web,0
Necesitamos verificar su edad para continuar,1
Multiplique sus ingresos con este programa de afiliación,1
"Has ganado un Nokia 7250i. Esto es lo que obtienes cuando ganas nuestra subasta gratuita. Para participar, envíe a Nokia al 86021 ahora. HG/Suite342/2lands Row/W1JHL 16+",spam
Espero que hayas disfrutado de tu nuevo contenido. TEXTO DETENGA A 61610 para darse de baja. Ayuda: 08712400602450p proporcionado por Tones2You.co.uk,spam
Seleccione su método de pago,0
Tu intrépido dúo tú! Diviértete y nos vemos a ambos pronto.,ham
¡PRIVADO! Su estado de cuenta de 2004 para 078498 **** 7 muestra 786 puntos de bonificación no redimidos. Para reclamar llame al 08719180219 Código del identificador: 45239 expira 06.05.05,spam
Por favor hable conmigo. No preguntaré nada más que tu amistad.,ham
Elija su entorno de pago preferido,0
Aproveche nuestras ofertas finales de la temporada,1
"¡Su servicio de citas está contactado por alguien que conoce! Para saber quién es, llame desde una línea fija 09050000928. POBOX45W2TG150P",spam
"Sí, no hay necesidad. Esperaré 4 e Rain 2 parada.",ham
Descargue el manual del usuario aquí,1
Pensé que podríamos salir a cenar. ¡Te trataré! ¿Parece estar bien?,ham
"Wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""Kudi"" Yarasu Dhina Vaazhthukkal. ..",ham
Felicitaciones Usted es el empleado del mes,0
Llego tarde. Estaré allí en,ham
Agenda su cita para el cheque anual,0
Haga clic para ver fotos de personas desnudas,1
Suscríbase a nuestro canal y no se pierda ningún video,1
Información importante 4 Usuario naranja 0796xxxxxx. ¡Hoy es tu Lucky Day! 2 Descubra por qué iniciar sesión en http://www.urawinner.com ¡Hay una fantástica prisión que te acumule!,spam
Reduce los tamaños con nuestro plan de desintoxicación,1
Obtén reembolso de tus compras,1
Necesitamos verificar su edad para continuar,1
Reduce tu hipoteca con este refinanciamiento,1
Visita nuestra tienda y llevate un regalo,1
Por tu seguridad verificaremos tu identidad,1
Hola tengo una propuesta de negocio que podría interesarte,1
La oferta principal actual es 151. Para detener esta subasta envía. Atención al cliente: 08718726270,spam
Recibirá el tono de llamada Triple Echo Echo de esta semana en breve. ¡Disfrútala!,spam
"Tengo & lt;#& gt; , ¿de alguna manera que pueda recoger?",ham
"¿Tenía su contrato móvil 11 meses? Último Motorola, Nokia, etc. ¡Todo gratis! Doble mins y texto sobre tarifas naranjas. Mensaje de texto Sí para devolución de llamada, no para eliminar de los registros",spam
"Playin Space Poker, u?",ham
Sunshine Quiz Wkly Q! ¿Gana un jugador de DVD de Sony si sabes en qué país se encuentra el Algarve? TXT ANSR a 82277. £ 1.50 SP: Tyrone,spam
"Ok, no hay problema",ham
¡URGENTE! Estamos tratando de comunicarse con los programas de sorteo de hoy en exceso que ha ganado un premio de £ 800 garantizado. Llame al 09050003091 desde la línea fija. Reclamación c52. Válido12 horas solamente,spam
"Llego tarde, así que llamarte mañana por la mañana. Tenga cuidado dulces sueños .... tú y yo ... ummificante ... adiós.",ham
Parece que podría haber mucho tiempo en ese dispositivo de dispositivos de castidad ... * sonríe * ... o tomar tus palizas como un buen perro. ¿Vas a saltar en un bonito baño largo ahora?,ham
Lol ... no solo estaba ocupado,ham
Ü log de 4 wat. Es sdryb8i,ham
Alex dice que no está de acuerdo con que no estés bien con eso,ham
Proteja su coche con nuestro seguro,1
"Hola. Espero que tu día * ¡bueno! De vuelta de Walk, mesa reservada para la mitad de las ocho. Avísame cuando vienes.",ham
Elija cómo quiere pagar,0
Disfruto viendo y jugando al fútbol y al baloncesto. Cualquier cosa al aire libre. ¿Y tú?,ham
Necesito tu aprobación para proceder con el plan,0
"Hola, te ayudo en lo que necesitas",0
¿Hay alguna sala de cine a la que pueda ir y ver películas ilimitadas y solo pagar una vez?,ham
"Gracias. Sí, volvemos al sol. Termine la cena regresando 2 hotel ahora. El tiempo vuela, estamos toge 4 exactamente un MTH hoy. Espero que tengamos muchos más meses para venir ...",ham
"Por favor, le dé su jarabe de Prometazine. 5 mls entonces & lt;#& gt; Mins después de alimentación.",ham
Haga clic para ver este increíble video de comedia,1
Así que no uses enganchar cualquier como,ham
Tu recibo de nómina está disponible aquí,0
Descubra cómo aprender un idioma en el tiempo de registro,1
Eh envías erróneamente lar ...,ham
"Por favor, continúe con Watts. Solo quería estar seguro. Que tengas un gran fin de semana. Abiola",ham
"Lo siento, llamaré más tarde",ham
"Bueno, ahora voy a terminar mi baño. Que tengas una buena ... buena noche.",ham
"Sí, solo abra el chat y haga clic en las listas de amigos. Luego haz la lista. Fácil como pastel",ham
Comparte este mensaje con tus amigos,0
Feliz aniversario que continúa cumpliendo muchos más juntos,0
"Aiyah e lluvia como bastante grande leh. Si llovizna, al menos puedo correr a casa.",ham
Gracias por su interés en nuestra vacante,0
Comparta su experiencia con nuestro producto,1
"Guy, no me flashes ahora. Si vas a llamarme, llámame. Cómo señora. Cuídate oh.",ham
¿Tuvo su móvil 11 meses o más? ¡Tienes derecho a actualizar los últimos móviles de color con cámara de forma gratuita! Llame a la actualización móvil CO gratis al 08002986030,spam
Baja la instrucción de operación,1
¡Me encanta South Park! Recientemente comencé a ver la oficina.,ham
Felicidades Kano ...,ham
Entonces vas a Ikea str pft dat?,ham
Accidentalmente los traje a casa en la caja,ham
"¡Sí, princesa! Quiero atraparte con mis grandes manos fuertes ...",ham
Revisa el documento adjunto y fírmalo digitalmente,0
Pierde peso rápido con esta dieta milagrosa,1
Y? ¿Dónde estás en Dogbreath? Suena como Jan C That s al.,ham
Esas chinchillas ducking,ham
K. Lo enviaré de nuevo,ham
No se escucha de U4 un tiempo. Llámame ahora estoy aquí toda la noche con solo mis bragas puestas. Hazme suplicar como lo hiciste la última vez 01223585236 xx luv nikiyu4.net,spam
Ocupado aquí. Tratando de terminar para el año nuevo. Espero finalmente conocerte ...,ham
Aprender diseño gráfico desde cero,1
Financia tus metas con nuestros prestamos,1
Tu cuenta ha sido desbloqueada con éxito,0
Se supone que debemos reunirnos para discutir sobre nuestro viaje ... ¿pensó que Xuhui te lo dijo? Por la tarde. Pensé que podemos ir a una lección después de eso,ham
"Siempre estás poniendo tu negocio por ahí. Pones fotos de tu trasero en Facebook. Eres una de las personas más abiertas que he conocido. ¿Por qué pensaría que una foto de tu habitación te haría daño, te haría sentir violado?",ham
Tu factura electrónica está lista descárgala aquí,0
Gracias por ser un cliente valioso,0
Comparte tus borradores de comentarios conmigo,0
¡Feliz Año Nuevo Melody!,ham
Estúpido automático correcto en mi teléfono,ham
Gracias por tu comprensión,0
Si da. Cualquier PLM en tu oficina,ham
Ayúdanos a construir un mundo mejor con tu contribución,0
"No es que me hagas llorar. Es solo que cuando todas nuestras cosas suceden además de todo lo demás, me empuja al límite. No estás subestando con la frecuencia con la que lloro por mi lamentable vida.",ham
Gracias por pagar a tiempo y mantener su cuenta por día,0
La publicación de ella l8r. En clase,ham
"¡URGENTE! ¡Su móvil no 07808726822 recibió un premio de llamadas de bonificación de £ 2,000 el 02/09/03! ¡Este es nuestro segundo intento de contactarlo! Llame al 0871-872-9758 Box95qu",spam
"Nena, te estoy respondiendo, ¿no me ves? Tal vez sea mejor que reinicie YM ... Tengo la foto ... ¡es genial!",ham
Lol ok eres perdonado :),ham
No calificó para este préstamo,0
No. Acabo de olvidar. Se mostrará la próxima semana,ham
"Cosas buenas, lo haré.",ham
"Has sido seleccionado para alojarse en 1 de 250 hoteles británicos principales, ¡por nada! ¡Holiday por valor de £ 350! Para reclamar, llame a Londres 02072069400. BX 526, SW73SS",spam
He tenido dos cartas más de. Los copiaré para usted porque uno tiene un mensaje para usted. Hablar pronto,ham
Vendré mañana Di,ham
Todo el mejor 4 tu examen más tarde.,ham
Responda esta encuesta de satisfacción laboral,0
"Eso es tú, has mantenme ocupado ...",ham
De acuerdo...,ham
Tu compra ya esta lista para retirar,0
Visite nuestra nueva colección,1
El estado de su cuenta está listo para ser revisado,0
Ahora tengo que esperar hasta las 2 para que el autobús me elija.,ham
Ü ¿todavía tienes lecciones?  Ü en Sch?,ham
Siempre haces las cosas más grandes de lo que son,ham
Monetiza tus habilidades con nuestro sistema,1
"Poema de la amistad: Querido, querido, no está cerca, pero puedo escuchar, no tengas miedo, vive con alegría, no más lágrimas siempre querida. GUD NI8",ham
Feliz cumpleaños de todo nuestro equipo,0
Amplía tu círculo social con nuestra app,1
Gana entradas para el concierto de ano,1
OKIE ü WAN ¿Conocer en Bishan? Porque yo en Bishan ahora. No voy a conducir hoy.,ham
Extiende tu suscripcion sin costo extra,1
Espero que ese sea el resultado de ser consistentemente inteligente y amable. Comience a preguntarle sobre los enlaces de práctica y mantenga sus oídos abiertos y todo lo mejor. Hablaré contigo más s tarde,ham
Ha ganado un premio garantizado de £ 200 o incluso £ 1000 Cashto reclamo su premio gratis al 08000407165 (18+) 2 parada de getstop en 88222 php,spam
Felicidades por tu logro te lo mereces,0
"""¡Aww, debes estar casi muerto! ¡Bueno, Jez está llegando a hacer un poco de trabajo y que Whilltake para siempre!""",ham
"Ok, entonces no es necesario decirme nada que voy a dormir buenas noches",ham
"Lol lo sé! Son tan dramáticos. Las escuelas ya cerradas para mañana. Aparentemente, no podemos conducir en la pulgada de nieve se suponía que debían obtener.",ham
"I thk 50 shd estar bien, dijo más menos 10 .. ¿ü dejó una línea entre párrafos?",ham
Gracias por sus comentarios son muy valiosos para nosotros,0
Asistiremos a su prioridad de caso,0
"Hola, tu estilo nos reinventa",1
"¿Tienes los tiempos de radio de Navidad? Si no, lo conseguiré ahora",ham
Confirme su suscripción,0
La pelota se mueve mucho. Girará en el último :) Tan difícil de batear :),ham
Informamos nuestros nuevos horarios,0
"Jajaja lo haría, pero mi madre iba a encajar y le diría a toda la familia lo loco y terrible que estoy",ham
¿Todo hecho? Todo entregado? ¿Celebraciones en pleno apogeo todavía?,ham
Personaliza tu móvil con este fondo de pantalla,1
Espero que sepas que todavía estoy enojado contigo.,ham
Tenga un viaje seguro a Nigeria. Te deseo felicidad y muy pronto la compañía para compartir momentos con,ham
Bienvenido a nuestro programa de recompensas,0
Ups. 4 tengo esa parte.,ham
Pero recordé que hoy tengo que bañar a mi perro.,ham
¡Hola mi pequeño animal de fiesta! Pensé que te haría zumbar como estabas con tus amigos ...*sonríe*... recordando que fuiste amado y enviaba un beso travieso adorado,ham
"Está bien, al menos Armand todavía está cerca",ham
* Estoy en mi camino,ham
"Ugh, no quiero levantarme de la cama. Es tan cálido.",ham
Gracias. Era solo de Tescos pero bastante agradable. Todo se fue ahora. Hablar pronto,ham
Su garantía se ha extendido sin costo adicional,0
Ver este video de Funny Fails,1
Encuentra el amor con nuestra aplicación de cita,1
"Acabo de enviarle un correo electrónico, a una dirección con Incomm en él, ¿es cierto?",ham
¿Entonces vas a conseguir Deus Ex?,ham
Su cita ha sido reprogramada,0
"PD: No eres un adulto ahora, ¿verdad?",ham
Gana un iPhone gratis participando en este sorteo,1
Felicitaciones que ha sido nominado para el empleado del mes,0
Yar ... Sabía que ya sucedería hace mucho tiempo.,ham
¿Qué pasa con este entonces?,ham
Encuentra el amor con nuestra aplicación de cita,1
Aprenda a invertir en criptomonedas ahora,1
¿Cómo van a ver películas de tu lado?,ham
